Date,Portfolio Value,Benchmark Value
2020-10-22,1.208537953574822,1.1329868584038787
2020-10-23,1.2046429872083895,1.1383352178243065
2020-10-26,1.1765956816016436,1.1220432252642922
2020-10-27,1.19233766916094,1.1398081729849203
2020-10-28,1.1771852816648827,1.1282218124387844
2020-10-29,1.1981515387926585,1.1218308408025313
2020-10-30,1.2148372221724248,1.1224590010356397
2020-11-02,1.2051262558013716,1.130356105016064
2020-11-03,1.2124608163885684,1.1432176094989785
2020-11-04,1.224871301929181,1.152006106605252
2020-11-05,1.247745230799187,1.177102181051982
2020-11-06,1.2472523326378735,1.1808979439985179
2020-11-09,1.26403171807338,1.1961434488882294
2020-11-10,1.2319689452052713,1.2037445294042
2020-11-11,1.2676903775606865,1.2253518055239416
2020-11-12,1.2595352056848144,1.2220307475264194
2020-11-13,1.2837796145037594,1.2330703045349127
2020-11-17,1.298287882689909,1.2431524073435485
2020-11-18,1.2945436082336539,1.2533014181201694
2020-11-19,1.2741690624660384,1.2424989446978647
2020-11-20,1.2944582323810667,1.2566195663508095
2020-11-23,1.3273836698938097,1.270476418300273
2020-11-24,1.3257506364411795,1.2834553201375456
2020-11-25,1.3006791617894502,1.2681380938819178
2020-11-26,1.3297482685224034,1.2813658409975117
2020-11-27,1.3256051466881025,1.282559057129955
2020-12-01,1.373335704136876,1.2968200303708175
2020-12-02,1.399598046561179,1.3093618973086314
2020-12-03,1.4034332281403084,1.3193820897592916
2020-12-04,1.408578710799916,1.3345443319698937
2020-12-07,1.4169937385743585,1.3457126620600246
2020-12-08,1.412952447651064,1.3421968286842958
2020-12-09,1.4110438274339088,1.347850539171454
2020-12-10,1.40259644474272,1.3451680234892665
2020-12-11,1.3944117368776539,1.3501534163104145
2020-12-14,1.3961390930183466,1.3589768471703425
2020-12-15,1.4165660732188803,1.362164981588739
2020-12-16,1.4228609264734318,1.371528356711256
2020-12-17,1.4196257304198638,1.3690486943600169
2020-12-18,1.4183098486387011,1.3704537626290538
2020-12-21,1.3729700393683342,1.3184174487731402
2020-12-22,1.4321637475609215,1.3394058979687962
2020-12-23,1.445884531031017,1.356409423406862
2020-12-24,1.4479217958490018,1.3667723158958878
2020-12-28,1.4723436258522982,1.3809939117660655
2020-12-29,1.4764532010658828,1.3819261247356969
2020-12-30,1.4860935398881725,1.3893360543940656
2020-12-31,1.4848406949026016,1.3905573348165676
2021-01-01,1.4970086787038757,1.3989196280918423
2021-01-04,1.5254175042134317,1.4166183460539656
2021-01-06,1.5430648352195504,1.4209918771738603
2021-01-07,1.6063098146905126,1.429008957866921
2021-01-08,1.6023044837104272,1.45300655622508
2021-01-11,1.5728004319787259,1.461776480434591
2021-01-12,1.577025612729439,1.4643566585399073
2021-01-13,1.5662067921318412,1.4700125969669273
2021-01-14,1.5631972282627165,1.4692396704660837
2021-01-15,1.552262728254462,1.4511148933513782
2021-01-18,1.5024131356628,1.4263594690678412
2021-01-19,1.557782837664164,1.4508684530169818
2021-01-20,1.5774872741124473,1.4638981483241766
2021-01-21,1.5549661065487113,1.4482594681917043
2021-01-22,1.5116982520918123,1.4298681089183924
2021-01-25,1.5104112078726848,1.4253169450797747
2021-01-27,1.4762448748299442,1.4058959010702416
2021-01-28,1.45524631531271,1.3961762116068595
2021-01-29,1.4826596796409548,1.3786361970287082
2021-02-01,1.562817445192627,1.433499294404739
2021-02-02,1.6068415923275867,1.463509309084209
2021-02-03,1.6400611693351297,1.4870300306605935
2021-02-04,1.671396072400439,1.4996824861309754
2021-02-05,1.6956078815173972,1.504039000723642
2021-02-08,1.7249521543303132,1.5273828725033405
2021-02-09,1.7148851658437039,1.5256691309482997
2021-02-10,1.7308010644585086,1.5292482106636953
2021-02-11,1.7477719132287795,1.5348238382620196
2021-02-12,1.7708096331089191,1.5297126151640426
2021-02-15,1.8260654635091973,1.5438181945692644
2021-02-16,1.845155543671053,1.5537027843242186
2021-02-17,1.8328041144734315,1.5523250040637382
2021-02-18,1.821429421762899,1.5548753406827984
2021-02-19,1.7812815594376885,1.5320393787225515
2021-02-22,1.782445890950998,1.5093148308255728
2021-02-23,1.793958267329654,1.5199026296743148
2021-02-24,1.8150614510186653,1.5368927068087652
2021-02-25,1.8353978006210436,1.5594982061860891
2021-02-26,1.751616237475966,1.505559645785863
2021-03-01,1.7933445934515642,1.535098596612216
2021-03-02,1.812499559353469,1.5611765112925837
2021-03-03,1.8801518541169175,1.5839780912390973
2021-03-04,1.861597314947017,1.5757035200136384
2021-03-05,1.834185041596461,1.5559479032536434
2021-03-08,1.8199978971983448,1.5585798525909629
2021-03-09,1.8226518006628734,1.563174934875533
2021-03-10,1.847912955665187,1.5748170977488225
2021-03-12,1.8421825721147154,1.560088326359881
2021-03-15,1.8268704806030118,1.554998705638783
2021-03-16,1.8328540651716743,1.558489748611941
2021-03-17,1.7996009023534,1.5298679839679972
2021-03-18,1.793285547374252,1.5179806071386022
2021-03-19,1.8344773651188406,1.534523133519893
2021-03-22,1.876940487103016,1.5428312628647765
2021-03-23,1.9052367600960936,1.5507428720519159
2021-03-24,1.8584029933328845,1.5234226611230248
2021-03-25,1.8308309712178708,1.4940161923327078
2021-03-26,1.8767714801552589,1.5154814620787944
2021-03-30,1.910100603316107,1.5454621341628707
2021-03-31,1.9067950910600484,1.5390037087112656
2021-04-01,1.992756868496105,1.5661242694846955
2021-04-05,1.9600310012623896,1.5475356980863115
2021-04-06,1.9975347075711771,1.5601162625565008
2021-04-07,2.008533876824968,1.576009916879351
2021-04-09,2.019048975793119,1.5757774594981713
2021-04-12,1.8811245259118032,1.5127168778019584
2021-04-13,1.9200084907256065,1.5371626999381203
2021-04-15,1.931070496099783,1.5425318047090872
2021-04-16,1.956796010760808,1.5560612261898397
2021-04-19,1.911636731592377,1.5257328797066378
2021-04-20,1.9048698110456357,1.529636496822979
2021-04-22,1.9301687175616582,1.5347412645858112
2021-04-23,1.9069143133249724,1.5318832791445554
2021-04-26,1.936152575661346,1.5468465629650148
2021-04-27,1.9832008696421595,1.560380759728814
2021-04-28,1.9767601449370324,1.5775138795126804
2021-04-29,2.027379817131583,1.5838040043043977
2021-04-30,2.0122713854345227,1.5702053287491002
2021-05-03,2.076024909623291,1.5776733945973558
2021-05-04,2.0699306167930325,1.5681489571461127
2021-05-05,2.0630381122155996,1.5827178354559808
2021-05-06,2.1067973889746874,1.595808895256772
2021-05-07,2.158815114469918,1.6031381875507178
2021-05-10,2.1852500503579395,1.6230668546511284
2021-05-11,2.1577943096420027,1.6232913150527313
2021-05-12,2.104308604764521,1.6061920204444005
2021-05-14,2.04190427434421,1.5958562335600244
2021-05-17,2.099472798286975,1.6184204930861275
2021-05-18,2.1349346773059423,1.64378180949586
2021-05-19,2.1162522547326734,1.6407068677998569
2021-05-20,2.084765231788925,1.6278423094878987
2021-05-21,2.097035967198487,1.6479962401450687
2021-05-24,2.082008082090773,1.646706676895402
2021-05-25,2.08807636439244,1.6510285009051966
2021-05-26,2.086505778102492,1.6553300046207218
2021-05-27,2.091047687018546,1.661920464491319
2021-05-28,2.118693814112709,1.6627260519784646
2021-05-31,2.141274722225748,1.6754270986332085
2021-06-01,2.172588456582991,1.6781047593860376
2021-06-02,2.2309152394290095,1.6881144185290837
2021-06-03,2.2596277096563346,1.7018847153882053
2021-06-04,2.3115334770615186,1.7061456528209336
2021-06-07,2.3112670927170105,1.7173140377063827
2021-06-08,2.299259452798431,1.7197155090103222
2021-06-09,2.261027869215709,1.7082036500159248
2021-06-10,2.2707885492433366,1.7218633154716783
2021-06-11,2.2890027468953327,1.7294349430439389
2021-06-14,2.2228806867968443,1.7244851994051347
2021-06-15,2.2238890466516628,1.7264104709548203
2021-06-16,2.1336243676523265,1.7115746301857533
2021-06-17,2.052753603082322,1.6953071511098705
2021-06-18,2.112330635995786,1.6936563269240406
2021-06-21,2.1513215064815085,1.7040351139949244
2021-06-22,2.1600542858648817,1.7097077133939642
2021-06-23,2.130770827564303,1.7077163490438223
2021-06-24,2.1393510564542892,1.7154334939119535
2021-06-25,2.1606708923615625,1.7281129986865718
2021-06-28,2.179887032613325,1.7280750406697354
2021-06-29,2.1559972507584173,1.7206483433912965
2021-06-30,2.1419444545777453,1.7164765581298047
2021-07-01,2.143743268752563,1.7202321859813103
2021-07-02,2.1159453835716224,1.7206704311059955
2021-07-05,2.127732294644156,1.729279438807207
2021-07-06,2.1333833926767016,1.729259810194746
2021-07-07,2.1602409134150147,1.7368831202057777
2021-07-08,2.124514752818662,1.7235252380417123
2021-07-12,2.135162510090842,1.7270596447548185
2021-07-13,2.1496839769593636,1.7351205155863494
2021-07-14,2.158417191926573,1.7397416306866904
2021-07-15,2.145198521897966,1.7452015918949189
2021-07-16,2.142358597087566,1.7441637677470987
2021-07-19,2.143385002212374,1.730591297867385
2021-07-20,2.0998185000446683,1.714466047434428
2021-07-22,2.1722039477253094,1.7395205852879663
2021-07-23,2.164519840921307,1.7411759430480416
2021-07-26,2.161188933371321,1.7464457998223426
2021-07-27,2.191570130399393,1.7368219186330538
2021-07-28,2.2261311378184563,1.7356151568551696
2021-07-29,2.281751630851498,1.744711583900636
2021-07-30,2.2510496913489284,1.7475962271596426
2021-08-02,2.2669933859718685,1.7629595055093892
2021-08-03,2.2620004128367253,1.7832604636066545
2021-08-04,2.2581027315331004,1.7802153869762196
2021-08-05,2.258988451677159,1.783671770500179
2021-08-06,2.2424426981403682,1.7845939844775074
2021-08-09,2.222770314032343,1.7803055761358042
2021-08-10,2.191653262049106,1.7735622863890235
2021-08-11,2.2132162897540897,1.7788557851614346
2021-08-12,2.217251109703767,1.7893008333005915
2021-08-13,2.224478497592983,1.7961067251080296
2021-08-16,2.238499006778215,1.7960976894307141
2021-08-17,2.2309805241938108,1.8067136430871407
2021-08-18,2.225804236703459,1.8056849570358615
2021-08-20,2.1335186015362164,1.7848843345141074
2021-08-23,2.134994297905236,1.779232338461187
2021-08-24,2.176633924615134,1.7988016579694381
2021-08-25,2.179207799588543,1.8001664413251695
2021-08-26,2.1761119531025064,1.7965820327837465
2021-08-27,2.1972635008292203,1.8100942235938853
2021-08-30,2.2488424238802116,1.8387231605101144
2021-08-31,2.269539196161027,1.8658666480523216
2021-09-01,2.2563374286050903,1.8614834365315982
2021-09-02,2.2697082606685304,1.8782598751236823
2021-09-03,2.2992312388552723,1.891750358347897
2021-09-06,2.293175445512285,1.8946386314146368
2021-09-07,2.2788993134372926,1.886395928688321
2021-09-08,2.3062903080695967,1.8901979313305297
2021-09-09,2.308955579385041,1.8914601787325271
2021-09-13,2.3097280518829786,1.895528262586265
2021-09-14,2.321699231107164,1.905004498233073
2021-09-15,2.3475859167827586,1.9246846926292052
2021-09-16,2.349914327108585,1.9344638703372656
2021-09-17,2.3118272204997736,1.9252484770146268
2021-09-20,2.207410536039592,1.8942660569948129
2021-09-21,2.257322299673905,1.914101394243598
2021-09-22,2.270338757839815,1.9197134456233957
2021-09-23,2.2991385010100363,1.9449219643006586
2021-09-24,2.248346132882931,1.9374194616641414
2021-09-27,2.2504752504193495,1.9412906898981113
2021-09-28,2.2797176342872056,1.9368314619012321
2021-09-29,2.3002360365119454,1.9463141779810924
2021-09-30,2.285562639719725,1.9339444242892072
2021-10-01,2.296984997056298,1.93273143501644
2021-10-04,2.3327067475716405,1.9518505808294435
2021-10-05,2.3322265058687965,1.9628664161510825
2021-10-06,2.2806127514695755,1.932507372176998
2021-10-07,2.3264506579507547,1.957352545936583
2021-10-08,2.321310463442225,1.9582272203685873
2021-10-12,2.311369755573457,1.9651975155214787
2021-10-13,2.326860446602911,1.982189064545681
2021-10-14,2.330542994191478,1.998723803811962
2021-10-18,2.34527677888481,2.011810368275617
2021-10-19,2.3396233234042203,1.9898846549119324
2021-10-20,2.334020997578082,1.9718854798868952
2021-10-21,2.313891601041795,1.9614631743709916
2021-10-22,2.3136823798532964,1.9447914809142615
2021-10-25,2.30887564606091,1.9369820224363619
2021-10-26,2.3442524267967264,1.9587973681321365
2021-10-27,2.339991154583504,1.9543250817978637
2021-10-28,2.272301071151932,1.9129829573013561
2021-10-29,2.2478399623416605,1.9008453087556343
2021-11-01,2.3136481447219457,1.934419130185146
2021-11-02,2.310849399325145,1.934224142210178
2021-11-03,2.296300946948597,1.935852211692028
2021-11-04,2.3052592914210233,1.9478639825073407
2021-11-08,2.354322625748957,1.9658353160130446
2021-11-09,2.3547631346249345,1.9724522506082143
2021-11-10,2.3682263417909053,1.9667336249168013
2021-11-11,2.3425700664997047,1.9566948248409086
2021-11-12,2.3818856339887806,1.9792682025226893
2021-11-15,2.38538980457549,1.9848779824957037
2021-11-16,2.3805312321135275,1.977650784640473
2021-11-17,2.369552395296228,1.9771831556385262
2021-11-18,2.3243490556018576,1.9522785740882906
2021-11-22,2.3070430490398297,1.91859798666153
2021-11-23,2.324068077273764,1.9351808383289986
2021-11-24,2.3393233672228604,1.931150476511225
2021-11-25,2.361229768598465,1.938047861649983
2021-11-26,2.283930675755023,1.876819976961166
2021-11-29,2.293614436922461,1.8727829396884565
2021-11-30,2.2941452169609233,1.8677380036803979
2021-12-01,2.3089044083145605,1.8855739160856066
2021-12-02,2.3497258204418316,1.9101478813714405
2021-12-03,2.3276617988180432,1.889469218070546
2021-12-06,2.271452612709264,1.8548209192294636
2021-12-07,2.303667848131293,1.8835342175535013
2021-12-08,2.34416989561175,1.9144214828334705
2021-12-09,2.3344005450753764,1.9180110596998956
2021-12-10,2.3212446886374116,1.9176402049681105
2021-12-13,2.3225038139021574,1.9074048848637983
2021-12-14,2.3213819643898064,1.9039027189079833
2021-12-15,2.295996965260805,1.8947993447370985
2021-12-16,2.3119177253410816,1.8921690440355863
2021-12-17,2.2694020104590926,1.8585247904684385
2021-12-20,2.221501120982775,1.8162012470484614
2021-12-21,2.270765838102343,1.837501787421899
2021-12-22,2.3019198550192077,1.8577624829730317
2021-12-23,2.3247948354752674,1.8723221358257582
2021-12-24,2.3402714711733585,1.861244551593111
2021-12-27,2.3552349002871322,1.8714617013716395
2021-12-28,2.387191508658644,1.887260333234402
2021-12-29,2.3852514006581265,1.8905324761186069
2021-12-30,2.412273437918704,1.8905068368863933
2021-12-31,2.4370344352192808,1.9109922278794103
2022-01-03,2.445925283973753,1.934530320024112
2022-01-04,2.4820487268708,1.948456687195762
2022-01-05,2.4681691832048602,1.959802017319127
2022-01-06,2.45811761047543,1.9466479513063644
2022-01-07,2.475730640040761,1.9548305246812683
2022-01-10,2.498916523952708,1.9705860129962576
2022-01-12,2.4983612962086164,1.9867617031987335
2022-01-13,2.5062635346673865,1.995088164483744
2022-01-14,2.5119661406452574,1.993061848990054
2022-01-17,2.4994495652899724,2.0021932130167186
2022-01-18,2.441038388564103,1.9687594087730804
2022-01-19,2.4256499222946286,1.9564315406079442
2022-01-20,2.467599273045457,1.9494643603975588
2022-01-21,2.438473845360994,1.928081436632436
2022-01-24,2.357570669100304,1.8671019085568685
2022-01-25,2.371997284816263,1.8929140357653178
2022-01-27,2.306214807775337,1.8734564339176165
2022-01-28,2.2993764371173313,1.87653557654437
2022-01-31,2.341126630104893,1.898352989133937
2022-02-01,2.3715009223591745,1.928776263251912
2022-02-02,2.3937021911411507,1.9512545711796385
2022-02-03,2.3657791250289337,1.933590851598539
2022-02-04,2.3639987155744833,1.9257202255771115
2022-02-07,2.33236066253791,1.898543643972614
2022-02-08,2.312715635242272,1.9012951126528455
2022-02-09,2.3606174292395607,1.9260767555884963
2022-02-10,2.374903517225599,1.9399505439845237
2022-02-11,2.328978354109065,1.9143168293852901
2022-02-14,2.252989938205243,1.85444889092339
2022-02-15,2.325496074724261,1.906604139795507
2022-02-16,2.306353827724926,1.9063634014058395
2022-02-17,2.2969419596538305,1.9086854512451443
2022-02-18,2.2820213324160465,1.90164929253241
2022-02-21,2.2668337204453723,1.8849629720647554
2022-02-22,2.2737278811416286,1.8749908656624177
2022-02-23,2.2788640085931755,1.8752093657218891
2022-02-24,2.1525150041275936,1.7829409555838047
2022-02-25,2.2441292153068813,1.8377393292422595
2022-02-28,2.308963396306408,1.8591928951083567
2022-03-02,2.2952614227664596,1.8511910452270415
2022-03-03,2.31629415112057,1.8413833655192282
2022-03-04,2.288108874271573,1.809430488909564
2022-03-07,2.2287923652627026,1.7780452698087097
2022-03-08,2.2636029758708927,1.7944049380915985
2022-03-09,2.2839134188168986,1.8248681672660436
2022-03-10,2.3154259075967896,1.8514279846436597
2022-03-11,2.3306192161097625,1.8579749592555832
2022-03-14,2.357533042247403,1.8710005934516873
2022-03-15,2.3161203286495198,1.8493931351839745
2022-03-16,2.3604612705839743,1.8819898634333931
2022-03-17,2.38127932704994,1.918989527248096
2022-03-21,2.3442506374580545,1.8979416823870643
2022-03-22,2.3749692864930463,1.9129844218460192
2022-03-23,2.3670647068347233,1.908034669434798
2022-03-24,2.3751302452188816,1.912229598218804
2022-03-25,2.3722763897204664,1.9049327345576692
2022-03-28,2.3922728771826347,1.913421979969276
2022-03-29,2.38997968853652,1.9199545706021108
2022-03-30,2.4249007368509123,1.93311864229779
2022-03-31,2.4192207834740502,1.932109038553056
2022-04-01,2.4435442216452565,1.9555676530188677
2022-04-04,2.470916535689206,1.9839580572353337
2022-04-05,2.4933961088887537,1.99010048805875
2022-04-06,2.4910606195892666,1.987959755771193
2022-04-07,2.476387142436583,1.977889739318664
2022-04-08,2.5007593136726904,2.0000228340464106
2022-04-11,2.5089850694109517,1.9971027184655448
2022-04-12,2.5047281803711567,1.9755240205038291
2022-04-18,2.5659972411777128,1.967772125099685
2022-04-19,2.5397975037160205,1.9403109411970891
2022-04-20,2.5486612349289075,1.9570916548270019
2022-04-21,2.600382128168174,1.983076479392773
2022-04-22,2.577108857669214,1.959391676082003
2022-04-25,2.5071458630730654,1.9258641419726115
2022-04-26,2.5591313778339604,1.9613743905616907
2022-04-27,2.5201851640362967,1.938261857365233
2022-04-28,2.557645063827969,1.9595105550915932
2022-04-29,2.496691195334818,1.9393121802850797
2022-05-02,2.5216499029675385,1.9312689352715777
2022-05-04,2.4848173579375885,1.8835425950666695
2022-05-05,2.4927618820123882,1.880324927375549
2022-05-06,2.491531554242113,1.856040971703396
2022-05-09,2.4561664966671315,1.8393469165453071
2022-05-10,2.3789659103763587,1.8187019400933329
2022-05-11,2.3559056118116923,1.811933517477664
2022-05-12,2.312734351497951,1.7709229019268296
2022-05-13,2.3170051025468674,1.7722299185543235
2022-05-16,2.3591960147844775,1.7847769627490728
2022-05-17,2.4513135881135777,1.83357767297845
2022-05-18,2.451240293137926,1.834676513350871
2022-05-19,2.42766700598671,1.7850571550158203
2022-05-20,2.493267313229275,1.8358291468245234
2022-05-23,2.4623604072891583,1.826164744192293
2022-05-24,2.4381030735360962,1.8162211158901345
2022-05-25,2.425527322275562,1.7973712173702823
2022-05-26,2.4307940364256773,1.8154718494815314
2022-05-27,2.4385264985270316,1.83440474334447
2022-05-30,2.4735794316436333,1.8720323465963191
2022-05-31,2.5175329902630916,1.8813645568468425
2022-06-01,2.5510464059536475,1.8717692004560043
2022-06-02,2.580210447628671,1.8767568776104073
2022-06-03,2.550555517840627,1.8598943555317748
2022-06-06,2.560160654073378,1.8594088728052756
2022-06-07,2.5779661856886,1.8444465422413132
2022-06-08,2.553573863990705,1.8428767394815968
2022-06-09,2.566234060101336,1.8528451350224284
2022-06-10,2.56327290578101,1.8391838596464765
2022-06-13,2.4606492944854197,1.7922117341313073
2022-06-14,2.513201704583363,1.7940720856753305
2022-06-15,2.4876965233293618,1.79485565333949
2022-06-16,2.399364984369143,1.748901708202354
2022-06-17,2.4107922551269367,1.730996818585465
2022-06-20,2.366780984332048,1.7280222984375428
2022-06-21,2.4328786864829475,1.7647132303186277
2022-06-22,2.376600198918774,1.7359321716220155
2022-06-23,2.374178740044203,1.7601125355791114
2022-06-24,2.3988538891546645,1.7797837035116935
2022-06-27,2.4458031957888497,1.7953260778641948
2022-06-28,2.459108919119614,1.799341417863426
2022-06-29,2.4831970991503107,1.791099898379834
2022-06-30,2.4672022299258556,1.7801682209688805
2022-07-01,2.4729985472923577,1.7873089636004993
2022-07-04,2.491883834044175,1.7945710831286272
2022-07-05,2.4780255649783776,1.794132891743244
2022-07-06,2.4832731961438297,1.8140962722829541
2022-07-07,2.5172920077155556,1.8346451408215059
2022-07-08,2.543892515362924,1.8433410130518122
2022-07-11,2.575788578354571,1.8503806785921784
2022-07-12,2.57428428888621,1.8355863950023141
2022-07-13,2.580730116940716,1.8359985644187846
2022-07-15,2.627444885308008,1.8479693120969531
2022-07-18,2.62722273177382,1.8764501512431002
2022-07-19,2.643276914766579,1.8827222552670204
2022-07-20,2.6472859642669397,1.8965890208930385
2022-07-21,2.6648347850488907,1.9163278924760165
2022-07-22,2.6920280785109836,1.9254216713156798
2022-07-25,2.652362268004685,1.9157593033883107
2022-07-26,2.6213278334017116,1.8945300193642478
2022-07-27,2.6415146724016183,1.9154707192078122
2022-07-28,2.6522953491398638,1.9431314681806877
2022-07-29,2.676138555511951,1.9711673420161535
2022-08-01,2.71212619801326,1.9938620815479051
2022-08-02,2.7251016934977588,2.0071772228723734
2022-08-03,2.728748800192549,2.0071137855720997
2022-08-04,2.7373133171347392,2.012870912156247
2022-08-05,2.7152389790389786,2.0096619996956835
2022-08-08,2.7365731060708876,2.023075192400503
2022-08-10,2.742011743916604,2.0275836558645786
2022-08-11,2.7322034171520357,2.0366308444111323
2022-08-12,2.7343560038648214,2.045490251964093
2022-08-16,2.7935691341221704,2.0663544968852703
2022-08-17,2.8286536327858545,2.0818840808503736
2022-08-18,2.829179164316129,2.086548137758787
2022-08-19,2.791431011639514,2.06028395884681
2022-08-22,2.7669932854949875,2.0267989246209437
2022-08-23,2.8046619642034254,2.0467010053375976
2022-08-24,2.7966930468105136,2.050832432493976
2022-08-25,2.790404430084871,2.043711075002711
2022-08-26,2.7825761220915948,2.057004077839497
2022-08-29,2.7751169422347632,2.034414994895014
2022-08-30,2.8328105562543096,2.077383262818634
2022-09-01,2.8343555138232253,2.0669700818714585
2022-09-02,2.83702045798393,2.062593516076216
2022-09-05,2.8481712967785375,2.074148501871655
2022-09-06,2.839659815919176,2.0789176502851046
2022-09-07,2.8219164408805337,2.081832377606982
2022-09-08,2.8528723804854446,2.0952925260474218
2022-09-09,2.85168454409996,2.0989878414747736
2022-09-12,2.863418542746158,2.113067966015206
2022-09-13,2.8717701446361055,2.129731002799164
2022-09-14,2.868758001933158,2.1245777456123482
2022-09-15,2.8644411832350687,2.114976904757407
2022-09-16,2.7985233876308087,2.0754945268485123
2022-09-19,2.8448682655831514,2.0849404584456037
2022-09-20,2.886159757809765,2.1135367289550544
2022-09-21,2.901725147971088,2.0947384404939724
2022-09-22,2.936241234726389,2.092832621683007
2022-09-23,2.906533975282283,2.0548030943543227
2022-09-26,2.826498024736374,2.011258839530714
2022-09-27,2.8255802840190274,2.0102224611467405
2022-09-28,2.815827066577031,1.9997901583958706
2022-09-29,2.824156428146145,2.003596959735242
2022-09-30,2.836554430624186,2.0295300273475636
2022-10-03,2.762697473001195,2.0026255884508872
2022-10-04,2.826319255313799,2.047225578732367
2022-10-06,2.821273445040621,2.0589915821015237
2022-10-07,2.7960587972572886,2.0601674981036533
2022-10-10,2.7824229873705812,2.0508711605551926
2022-10-11,2.7377199532836007,2.017062013275975
2022-10-12,2.7694788370486587,2.0349146304437484
2022-10-13,2.7631462465454417,2.020417710984317
2022-10-14,2.7617120475587504,2.026357860021018
2022-10-18,2.8136809359443484,2.052639200794228
2022-10-19,2.8005275143315176,2.048241066623556
2022-10-20,2.8065251673738847,2.057794429048069
2022-10-21,2.7579631082518272,2.057910900351529
2022-10-24,2.777405646735464,2.072497962763334
2022-10-25,2.7769438848161707,2.075128902615307
2022-10-27,2.803692839783001,2.092320004036986
2022-10-28,2.787675293808075,2.0933360431425374
2022-10-31,2.813500519737298,2.1150209564392495
2022-11-01,2.8770001570663606,2.1353822002476877
2022-11-02,2.863850123756236,2.124615142757323
2022-11-03,2.8818212989345247,2.1228238817556284
2022-11-04,2.9239940139025595,2.1317762019933393
2022-11-07,2.9545071132224145,2.142808391022002
2022-11-09,2.958763212779778,2.1353561413613313
2022-11-10,2.9205147030270653,2.116092453639543
